epoch,seed,max_initial_shift,rmse_before,rmse_after,dvf_rmse,true_flow_absmax_lowres,predicted_flow_absmax_lowres
1,20260803,40.0,0.06302472203969955,0.06297209113836288,1.5627692937850952,7.315880298614502,0.0015367466257885098
2000,20260803,40.0,0.06302472203969955,0.05473079904913902,1.5615485906600952,7.315880298614502,0.6474881172180176
4000,20260803,40.0,0.06302472203969955,0.05690675973892212,1.5678499937057495,7.315880298614502,2.0159497261047363
