gradient_l2_norm,loss_image_raw,loss_image_weighted,loss_vec_raw,loss_vec_weighted,parameter_max_abs_change,parameter_mean_abs_change,parameters_with_gradient,prediction_max_abs,prediction_mean,prediction_std,step,teacher_prediction_mae,teacher_scale,total_loss,total_parameter_tensors,updated_parameter_tensors
0.11635632812976837,0.0002819052606355399,0.028190525248646736,0.15218040347099304,0.0015218040207400918,0.00010000169277191162,9.832647629082203e-05,58,6.824239730834961,0.023098643869161606,0.4703197479248047,1,0.2846078872680664,1.0,0.02971232868731022,58,58
0.5501145124435425,0.00014014863700140268,0.014014863409101963,0.17587506771087646,0.0017587506445124745,,,58,2.4090518951416016,-0.126614049077034,0.361455500125885,2,0.3232239782810211,1.0,0.01577361486852169,,
0.1796244978904724,0.0001952535822056234,0.019525358453392982,0.15384423732757568,0.001538442331366241,,,58,5.7882161140441895,0.10843562334775925,0.3571624159812927,3,0.2883702516555786,1.0,0.021063800901174545,,
0.19613096117973328,0.00011646263010334224,0.011646263301372528,0.2041342705488205,0.002041342668235302,,,58,6.594638347625732,0.15354177355766296,0.31370264291763306,4,0.336220920085907,1.0,0.01368760596960783,,
0.23208962380886078,0.00023740148753859103,0.023740148171782494,0.24489247798919678,0.0024489248171448708,,,58,10.08828353881836,0.2113647162914276,0.31881338357925415,5,0.3449142873287201,1.0,0.02618907392024994,,
0.28864431381225586,0.00019501379574649036,0.019501378759741783,0.12518945336341858,0.0012518945150077343,,,58,3.757769823074341,0.09755051136016846,0.30657505989074707,6,0.273242324590683,1.0,0.020753273740410805,,
0.16247425973415375,0.00019567442359402776,0.019567443057894707,0.10923805087804794,0.0010923804948106408,,,58,8.405508041381836,0.041083261370658875,0.24574463069438934,7,0.24127572774887085,1.0,0.02065982297062874,,
0.10985460877418518,0.0002592458622530103,0.02592458575963974,0.1298786848783493,0.0012987868394702673,,,58,7.2308220863342285,0.08111285418272018,0.25934094190597534,8,0.2680230736732483,1.0,0.02722337283194065,,
0.12378782778978348,0.00016020960174500942,0.016020961105823517,0.1385686993598938,0.001385686919093132,,,58,5.529932975769043,-0.03439469262957573,0.24781720340251923,9,0.2735257148742676,1.0,0.01740664802491665,,
0.17013908922672272,0.00024034405942074955,0.0240344051271677,0.09045930951833725,0.0009045930928550661,,,58,7.499714374542236,-0.03540103882551193,0.27184373140335083,10,0.21739491820335388,1.0,0.024938998743891716,,
0.13046996295452118,0.00016823447367642075,0.01682344824075699,0.10981392860412598,0.0010981392115354538,,,58,4.92197847366333,-0.024702278897166252,0.2816738486289978,11,0.2456953525543213,1.0,0.017921587452292442,,
0.11748618632555008,0.00017723094788379967,0.017723094671964645,0.13977418839931488,0.001397741842083633,,,58,4.014988899230957,-0.04006131738424301,0.2687303125858307,12,0.2872096300125122,1.0,0.0191208366304636,,
0.10026191920042038,0.0001618965034140274,0.01618964970111847,0.15233580768108368,0.0015233580488711596,,,58,9.118250846862793,-0.07152347266674042,0.2803838849067688,13,0.2799808979034424,1.0,0.01771300844848156,,
0.12802281975746155,0.00025095694581978023,0.02509569376707077,0.15807002782821655,0.0015807002782821655,,,58,4.88734769821167,-0.028004240244627,0.3407861292362213,14,0.28933843970298767,1.0,0.026676394045352936,,
0.09533366560935974,0.00015059125144034624,0.015059124678373337,0.08772461861371994,0.0008772461442276835,,,58,7.32540225982666,-0.0493270605802536,0.2399754673242569,15,0.22567424178123474,1.0,0.015936370939016342,,
0.07987207919359207,0.00012387007882352918,0.012387007474899292,0.10793270170688629,0.0010793269611895084,,,58,7.330010414123535,0.024325033649802208,0.24516166746616364,16,0.2357679009437561,1.0,0.013466333970427513,,
0.06598781049251556,0.00017820129869505763,0.017820129171013832,0.1110876053571701,0.001110875979065895,,,58,4.03907585144043,0.055921804159879684,0.25856178998947144,17,0.2516202926635742,1.0,0.018931005150079727,,
0.09118831157684326,0.00021953432587906718,0.021953431889414787,0.1301363706588745,0.0013013636926189065,,,58,9.477410316467285,-0.03985081613063812,0.2903786897659302,18,0.25770246982574463,1.0,0.023254794999957085,,
0.06686724722385406,0.00015822832938283682,0.01582283340394497,0.09945180267095566,0.000994518049992621,,,58,6.666775703430176,-0.016771551221609116,0.24704323709011078,19,0.22775636613368988,1.0,0.016817351803183556,,
0.1253080517053604,0.00023219059221446514,0.02321906015276909,0.10583877563476562,0.0010583876864984632,,,58,4.680107116699219,0.03314027190208435,0.2352907508611679,20,0.24705299735069275,1.0,0.024277448654174805,,
0.10209538042545319,0.00020236025738995522,0.020236026495695114,0.11648906767368317,0.0011648905929178,,,58,6.391280174255371,0.0031563183292746544,0.26106056571006775,21,0.25282275676727295,1.0,0.021400917321443558,,
