full_x_shift_voxels,low_x_shift_voxels,mae,max_abs_error,mse
1,0.5,0.00910365954041481,0.5890628099441528,0.0007659406401216984
2,1.0,1.6107784972518857e-07,1.341104507446289e-05,3.404466378947868e-13
