full_x_shift_voxels,low_x_shift_voxels,mae,mse,max_abs_error
1,0.5,0.01306193321943283,0.001247150357812643,0.7106928825378418
2,1.0,5.647052239510231e-05,1.3884747573911227e-08,0.0008350610733032227
