patient_id,rigid_whole_mse,rigid_body_mse,rigid_body_mae,rigid_body_ncc,rigid_high_frequency_ratio,rigid_high_frequency_residual,rigid_total_variation_ratio,rigid_texture_deviation,rigid_difference_ratio_z,rigid_difference_ratio_y,rigid_difference_ratio_x,zero_reconstruction_mse_vs_moving,zero_whole_mse,zero_body_mse,zero_body_mae,zero_body_ncc,zero_high_frequency_ratio,zero_high_frequency_residual,zero_total_variation_ratio,zero_texture_deviation,zero_difference_ratio_z,zero_difference_ratio_y,zero_difference_ratio_x,zero_vs_moving_high_frequency_ratio,zero_vs_moving_high_frequency_residual,zero_vs_moving_total_variation_ratio,zero_vs_moving_texture_deviation,zero_vs_moving_difference_ratio_z,zero_vs_moving_difference_ratio_y,zero_vs_moving_difference_ratio_x,curriculum_total_loss,curriculum_whole_mse,curriculum_body_mse,curriculum_body_mae,curriculum_body_ncc,curriculum_flow_gradient,curriculum_high_frequency_ratio,curriculum_high_frequency_residual,curriculum_total_variation_ratio,curriculum_texture_deviation,curriculum_difference_ratio_z,curriculum_difference_ratio_y,curriculum_difference_ratio_x,curriculum_flow_magnitude_p50,curriculum_flow_magnitude_p95,curriculum_flow_magnitude_max,curriculum_flow_bending_energy,curriculum_jacobian_fold_fraction,curriculum_log_jacobian_sd,curriculum_jacobian_extreme_fraction,curriculum_out_of_bounds_fraction,different_patient_total_loss,different_patient_whole_mse,different_patient_body_mse,different_patient_body_mae,different_patient_body_ncc,different_patient_flow_gradient,different_patient_high_frequency_ratio,different_patient_high_frequency_residual,different_patient_total_variation_ratio,different_patient_texture_deviation,different_patient_difference_ratio_z,different_patient_difference_ratio_y,different_patient_difference_ratio_x,different_patient_flow_magnitude_p50,different_patient_flow_magnitude_p95,different_patient_flow_magnitude_max,different_patient_flow_bending_energy,different_patient_jacobian_fold_fraction,different_patient_log_jacobian_sd,different_patient_jacobian_extreme_fraction,different_patient_out_of_bounds_fraction,same_patient_total_loss,same_patient_whole_mse,same_patient_body_mse,same_patient_body_mae,same_patient_body_ncc,same_patient_flow_gradient,same_patient_high_frequency_ratio,same_patient_high_frequency_residual,same_patient_total_variation_ratio,same_patient_texture_deviation,same_patient_difference_ratio_z,same_patient_difference_ratio_y,same_patient_difference_ratio_x,same_patient_flow_magnitude_p50,same_patient_flow_magnitude_p95,same_patient_flow_magnitude_max,same_patient_flow_bending_energy,same_patient_jacobian_fold_fraction,same_patient_log_jacobian_sd,same_patient_jacobian_extreme_fraction,same_patient_out_of_bounds_fraction,whole_mse_delta_same_minus_different,body_mse_delta_same_minus_different,body_ncc_delta_same_minus_different,high_frequency_residual_delta_same_minus_different,texture_deviation_delta_same_minus_different,flow_gradient_delta_same_minus_different,flow_bending_energy_delta_same_minus_different,jacobian_fold_fraction_delta_same_minus_different,out_of_bounds_fraction_delta_same_minus_different
MIC00197,0.009782052598893642,0.019941195845603943,0.060303136706352234,0.7598395943641663,0.9067353010177612,0.05216600000858307,1.0036156177520752,0.15505455434322357,1.2861642837524414,0.8046151399612427,0.8148890733718872,1.4813771542776522e-08,0.009780925698578358,0.019939467310905457,0.06030053272843361,0.759832501411438,0.9065326452255249,0.05216104909777641,1.0033867359161377,0.15510275959968567,1.2858772277832031,0.8044277429580688,0.8146968483924866,0.9997681975364685,0.00013816978025715798,0.9997634887695312,0.00023560915724374354,0.9997619986534119,0.9997648596763611,0.999763548374176,0.0025327333714812994,0.002249007113277912,0.004997354932129383,0.030230438336730003,0.9321469664573669,0.028372621163725853,0.7427870631217957,0.038399357348680496,0.768144428730011,0.28253453969955444,0.8916429281234741,0.6942577362060547,0.689390242099762,1.5471036434173584,3.737994909286499,7.564458847045898,0.02981090173125267,0.00017547607421875,0.1963181346654892,0.0083465576171875,0.0572662353515625,0.0036622541956603527,0.0014909955207258463,0.0032561123371124268,0.03068188950419426,0.955077588558197,0.21712586283683777,0.8253004550933838,0.04003563150763512,0.7422367930412292,0.277155339717865,0.7519534826278687,0.7370117902755737,0.7367920279502869,1.8120019435882568,5.2762908935546875,30.528034210205078,0.2116173505783081,0.0843963623046875,0.8304975032806396,0.34227752685546875,0.0052337646484375,0.0009110893006436527,0.000826727831736207,0.0018164538778364658,0.02294732630252838,0.975347101688385,0.008436145260930061,0.7271803617477417,0.030706744641065598,0.685351550579071,0.3658600449562073,0.6803984642028809,0.6854395270347595,0.6906483173370361,0.381489098072052,1.4807811975479126,5.555483341217041,0.007265656720846891,0.0005035400390625,0.24239258468151093,0.023712158203125,0.02973175048828125,-0.0006642676889896393,-0.001439658459275961,0.02026951313018799,-0.009328886866569519,0.08870470523834229,-0.2086897175759077,-0.20435169385746121,-0.083892822265625,0.02449798583984375
MIC00761,0.004883849062025547,0.008260454051196575,0.04342622682452202,0.8850864171981812,0.7764657735824585,0.03840533271431923,0.7971490621566772,0.23191046714782715,0.7862552404403687,0.7994236350059509,0.8061399459838867,1.493903489802051e-08,0.004882595036178827,0.008258732967078686,0.043416641652584076,0.8850852847099304,0.7762914896011353,0.03840303793549538,0.796961784362793,0.2321433275938034,0.7860686182975769,0.7992352247238159,0.8059531450271606,0.9997755289077759,0.00013595345080830157,0.999763548374176,0.00023404716921504587,0.9997622966766357,0.9997618794441223,0.9997666478157043,0.0015151433181017637,0.001207049936056137,0.0025401937309652567,0.026496564969420433,0.9640432000160217,0.03080933354794979,0.7311308979988098,0.03012910485267639,0.6802799105644226,0.3711842894554138,0.655331015586853,0.6942888498306274,0.6907166242599487,2.039078712463379,4.107266902923584,8.980481147766113,0.030127158388495445,0.00031280517578125,0.2215200960636139,0.01157379150390625,0.07144927978515625,0.0032675752881914377,0.0012143081985414028,0.0026328128296881914,0.028700578957796097,0.9627998471260071,0.20532672107219696,0.8114468455314636,0.03714689612388611,0.7315348386764526,0.2918941080570221,0.7232087254524231,0.7361615300178528,0.7352383136749268,1.7342346906661987,5.043158054351807,40.85015106201172,0.1834045648574829,0.079498291015625,0.7764143347740173,0.329620361328125,0.00518798828125,0.0009913280373439193,0.0009031196241267025,0.0019581266678869724,0.024234309792518616,0.9724617600440979,0.008820838294923306,0.7233853340148926,0.029921868816018105,0.6712925434112549,0.38373008370399475,0.6481336951255798,0.6778261661529541,0.6881391406059265,0.4873245358467102,1.3891485929489136,9.538302421569824,0.008298328146338463,0.0003662109375,0.1407492607831955,0.0059661865234375,0.035308837890625,-0.00031118857441470027,-0.000674686161801219,0.00966191291809082,-0.007225027307868004,0.09183597564697266,-0.19650588277727365,-0.17510623671114445,-0.079132080078125,0.030120849609375
MIC03568,0.007130461124082406,0.015385320720573267,0.057556250443061195,0.8098923365275065,0.8606863021850586,0.05344142888983091,0.9234633843104044,0.19025748471419016,1.080522398153941,0.8060160875320435,0.8253689805666605,1.5043205792153458e-08,0.007129079817483823,0.015382525511085987,0.05754750594496727,0.8098894158999125,0.860490600268046,0.05343654130895933,0.9232509533564249,0.19039705395698547,1.0802757342656453,0.8058281342188517,0.825178325176239,0.9997699658075968,0.0001385391418201228,0.9997650186220804,0.00023395175715753189,0.9997647603352865,0.9997637271881104,0.9997669061024984,0.0014451579966892798,0.0011528275596598785,0.002602008171379566,0.02748921016852061,0.964995543162028,0.029233042771617573,0.7213662465413412,0.033903480817874275,0.6822359561920166,0.3720025022824605,0.6636896133422852,0.6974573532740275,0.6849948962529501,2.1607542037963867,4.10127329826355,7.0589823722839355,0.02949840947985649,5.5948893229166664e-05,0.2150733321905136,0.013593037923177084,0.051228841145833336,0.003249727189540863,0.001428845920599997,0.003204266463095943,0.030891136576732,0.9563344518343607,0.1820881317059199,0.8187912901242574,0.040843748797973,0.7345041831334432,0.2870173652966817,0.7309410373369852,0.7364914218584696,0.7358152071634928,1.7994157473246257,5.019258340199788,33.12256304423014,0.17683193584283194,0.0738067626953125,0.8172681530316671,0.32920583089192706,0.0036951700846354165,0.0010363529824341338,0.0009543539878601829,0.002142116194590926,0.025553576027353603,0.9713569283485413,0.008199901475260655,0.7148648301760355,0.03304399053255717,0.666660745938619,0.3916989266872406,0.6528238455454508,0.6764993270238241,0.6708690126736959,0.526874452829361,1.581683357556661,5.894462903340657,0.008332073222845793,0.00029754638671875,0.1652591327826182,0.008433024088541666,0.025726318359375,-0.0004744919327398141,-0.001062150268505017,0.015022476514180502,-0.007799758265415828,0.10468156139055888,-0.17388823023065925,-0.16849986261998615,-0.07350921630859375,0.022031148274739582
MIC05902,0.007851064515610537,0.01500380722184976,0.05306910226742426,0.8162408272425333,0.8570731480916342,0.047159235924482346,0.9020462036132812,0.15633432567119598,1.028706173102061,0.8145219286282858,0.8252356052398682,1.609725508444626e-08,0.007850533661743006,0.015003088551263014,0.05306657403707504,0.8162362575531006,0.8568794131278992,0.04715516914923986,0.9018368721008301,0.1565044422944387,1.0284687876701355,0.8143318891525269,0.8250429431597391,0.9997720519701639,0.00013615838057982424,0.9997643629709879,0.00023412266940188906,0.9997636477152506,0.9997643232345581,0.99976513783137,0.0018762622494250536,0.001590422645676881,0.00318132903582106,0.02624317693213622,0.9558177391688029,0.028583958745002747,0.7531837821006775,0.035231670985619225,0.7377270062764486,0.308648278315862,0.8039249181747437,0.7004640499750773,0.6898362835248312,1.9013565381368,4.01227084795634,7.629109064737956,0.029472509399056435,9.663899739583333e-05,0.205690398812294,0.010289510091145834,0.04705047607421875,0.003105220307285587,0.0014468423711756866,0.002878771241133412,0.028901414945721626,0.9592484831809998,0.16583779950936636,0.8083556095759074,0.03867016111811002,0.7155004143714905,0.3110894759496053,0.7239725192387899,0.7155695954958597,0.705117424329122,1.7438968022664387,5.135155359903972,26.8867925008138,0.15943721433480582,0.07216135660807292,0.8149370352427164,0.3263956705729167,0.0029398600260416665,0.0009477639299196502,0.0008739157347008586,0.0017319082980975509,0.022767354423801105,0.9756655295689901,0.007384818823387225,0.7205424507459005,0.030950504665573437,0.6724058787027994,0.38332489132881165,0.670215884844462,0.6757637659708658,0.6707074244817098,0.5095475514729818,1.3146216869354248,5.90173323949178,0.007407298466811578,0.0006586710611979166,0.2027741571267446,0.016599019368489582,0.019175211588541668,-0.0005729266364748279,-0.0011468629430358608,0.016417046387990315,-0.007719656452536583,0.07223541537920634,-0.15845298068597913,-0.15202991586799422,-0.071502685546875,0.0162353515625
MIC06095,0.0058377208188176155,0.013214552775025368,0.056920625269412994,0.8340510129928589,0.7935783267021179,0.04749097675085068,0.8452441692352295,0.18128050863742828,0.827394962310791,0.8493861556053162,0.8569675087928772,1.2709557850598685e-08,0.005837137810885906,0.013213705271482468,0.056919585913419724,0.8340488076210022,0.7934007048606873,0.04748739302158356,0.8450496792793274,0.18150916695594788,0.8272085189819336,0.8491878509521484,0.8567700386047363,0.9997754693031311,0.00013408446102403104,0.9997684359550476,0.00022990965226199478,0.9997734427452087,0.9997658133506775,0.9997674226760864,0.001266470761038363,0.0009564455249346793,0.0023226116318255663,0.02563498727977276,0.9679033756256104,0.031002527102828026,0.7230940461158752,0.03223443031311035,0.6893951296806335,0.3641788065433502,0.6553213000297546,0.7007525563240051,0.7071536779403687,2.6188197135925293,4.972686767578125,7.179656982421875,0.026669610291719437,5.340576171875e-05,0.21242642402648926,0.013153076171875,0.0384979248046875,0.0029679907020181417,0.0012987495865672827,0.003238043747842312,0.029934534803032875,0.9545896053314209,0.1669241189956665,0.812384843826294,0.04032674804329872,0.737449049949646,0.28494879603385925,0.7392014265060425,0.7317595481872559,0.742363452911377,1.8483405113220215,4.984004974365234,31.38336944580078,0.16611459851264954,0.078277587890625,0.7991976737976074,0.31756591796875,0.0040283203125,0.0008944337023422122,0.0008174530230462551,0.0020257991272956133,0.024480847641825676,0.9717533588409424,0.007698065601289272,0.7155584096908569,0.03215443342924118,0.6754314303398132,0.38199710845947266,0.6508859395980835,0.6825087070465088,0.6897066235542297,0.6718145608901978,1.653756856918335,7.819368839263916,0.007341684307903051,4.57763671875e-05,0.13208100199699402,0.00424957275390625,0.01914215087890625,-0.00048129656352102757,-0.0012122446205466986,0.017163753509521484,-0.008172314614057541,0.0970483124256134,-0.15922605339437723,-0.15877291420474648,-0.0782318115234375,0.01511383056640625
MIC06398,0.0071398792788386345,0.017757659777998924,0.06653067469596863,0.7905042767524719,0.9011262059211731,0.047703567892313004,1.0075026750564575,0.04989077150821686,1.079322338104248,0.9579932689666748,0.9815509915351868,1.1885010309242716e-08,0.007139282301068306,0.017756376415491104,0.06651472300291061,0.7905011177062988,0.9009242653846741,0.04769890755414963,1.007272720336914,0.04993603378534317,1.079077124595642,0.9577746391296387,0.9813258051872253,0.9997732043266296,0.00013312249211594462,0.9997686147689819,0.00023048196453601122,0.9997692108154297,0.9997689723968506,0.9997677206993103,0.0011919756652787328,0.0009272017632611096,0.0023208782076835632,0.026547785848379135,0.9664847254753113,0.02647738717496395,0.7362205982208252,0.029903274029493332,0.7357633113861084,0.30695804953575134,0.7138730883598328,0.7353257536888123,0.7578830718994141,2.4170193672180176,4.608571529388428,6.646486759185791,0.023773549124598503,7.62939453125e-05,0.23900219798088074,0.01969146728515625,0.01712799072265625,0.002582754474133253,0.0010555638000369072,0.0026101558469235897,0.028585800901055336,0.9613770246505737,0.15271906554698944,0.8222246170043945,0.035244088619947433,0.7643493413925171,0.25414028763771057,0.7730695009231567,0.7489968538284302,0.7711883783340454,1.9819780588150024,5.054673194885254,21.67913055419922,0.14382287859916687,0.07912445068359375,0.7945635318756104,0.3308868408203125,0.0051422119140625,0.0008457510266453028,0.0007659720140509307,0.0018998305313289165,0.024998290464282036,0.9721648097038269,0.00797790102660656,0.7247868776321411,0.029213303700089455,0.7121135592460632,0.33596739172935486,0.7069476842880249,0.7088099718093872,0.720741331577301,0.6672592759132385,1.8063043355941772,6.302309989929199,0.007328657433390617,3.0517578125e-05,0.15222352743148804,0.00534820556640625,0.01520538330078125,-0.00028959178598597646,-0.0007103253155946732,0.010787785053253174,-0.006030784919857979,0.08182710409164429,-0.14474116452038288,-0.13649422116577625,-0.07909393310546875,0.01006317138671875
MIC06940,0.008163703605532646,0.01648496463894844,0.05703509971499443,0.8011161088943481,0.8663307428359985,0.048203956335783005,0.9374099969863892,0.14861483871936798,1.1274428367614746,0.7901281714439392,0.8357389569282532,1.454312226201182e-08,0.00816239882260561,0.016482684761285782,0.0570208802819252,0.8011099696159363,0.8661333322525024,0.048199836164712906,0.9371930956840515,0.14875459671020508,1.1271848678588867,0.7899405360221863,0.83554607629776,0.9997661113739014,0.00013493279402609915,0.9997623562812805,0.0002368849964113906,0.9997586607933044,0.9997624158859253,0.9997661709785461,0.0018894161330536008,0.0016143079847097397,0.003496468998491764,0.02853008173406124,0.953766942024231,0.027510812506079674,0.748303234577179,0.03643478453159332,0.7353437542915344,0.31032392382621765,0.8126184940338135,0.6855935454368591,0.6912239193916321,1.8026108741760254,4.1150736808776855,5.90672492980957,0.02919059991836548,0.0,0.19337791204452515,0.00833892822265625,0.0433807373046875,0.003659481881186366,0.0014611855149269104,0.0031420248560607433,0.03159954771399498,0.9586604237556458,0.21982964873313904,0.8133217692375183,0.03995650261640549,0.7285133004188538,0.29482075572013855,0.7361308932304382,0.7193062901496887,0.7298542261123657,1.8400378227233887,5.254316329956055,38.26454544067383,0.22034218907356262,0.0860137939453125,0.8287439942359924,0.340179443359375,0.00261688232421875,0.0009546850342303514,0.000873600656632334,0.0018852704670280218,0.02474133111536503,0.9754799604415894,0.008108440786600113,0.7206906080245972,0.031188616529107094,0.6685802340507507,0.38747498393058777,0.6666540503501892,0.6686921715736389,0.6707792282104492,0.4387499988079071,1.5106127262115479,6.244963645935059,0.007737854029983282,0.00019073486328125,0.19387835264205933,0.014923095703125,0.0194244384765625,-0.0005875848582945764,-0.0012567543890327215,0.016819536685943604,-0.008767886087298393,0.09265422821044922,-0.21172120794653893,-0.21260433504357934,-0.08582305908203125,0.01680755615234375
MIC08358,0.014806166291236877,0.03423914685845375,0.08666890859603882,0.6590858697891235,0.9312382936477661,0.054554834961891174,1.0416584014892578,0.16171903908252716,1.392464280128479,0.830827534198761,0.835159182548523,1.3108425456209716e-08,0.014806272462010384,0.0342395156621933,0.08667163550853729,0.6590766310691833,0.9310316443443298,0.05454929918050766,1.041422724723816,0.16176682710647583,1.3921558856964111,0.8306345343589783,0.8349650502204895,0.9997717142105103,0.00013684204895980656,0.9997667074203491,0.00023229436192195863,0.9997679591178894,0.9997661709785461,0.9997661113739014,0.008876984007656574,0.008601910434663296,0.020048687234520912,0.056381817907094955,0.7675997018814087,0.027507368475198746,0.7908658385276794,0.03976685553789139,0.8197109699249268,0.23915353417396545,1.0393238067626953,0.6947694420814514,0.6979612112045288,1.921389102935791,3.670980453491211,6.654465198516846,0.028008438646793365,6.103515625e-05,0.20923978090286255,0.01407623291015625,0.0189971923828125,0.00673824455589056,0.003639276372268796,0.00842017587274313,0.04028291627764702,0.8792821168899536,0.3098967969417572,0.9407894611358643,0.04495309665799141,0.8822802305221558,0.16796843707561493,1.1047911643981934,0.7686396837234497,0.7476865649223328,1.880265235900879,6.0035600662231445,46.373416900634766,0.24714002013206482,0.1007232666015625,0.8320943117141724,0.34299468994140625,0.00093841552734375,0.0008941123960539699,0.0007954651955515146,0.0018216029275208712,0.023220501840114594,0.9726454019546509,0.009864718653261662,0.7186869382858276,0.030547669157385826,0.6731570959091187,0.38277992606163025,0.6750489473342896,0.6759551763534546,0.6681817770004272,0.48738014698028564,1.8173311948776245,9.017655372619629,0.006407150067389011,0.008148193359375,0.39419084787368774,0.04184722900390625,0.0121917724609375,-0.0028438111767172813,-0.006598572945222259,0.09336328506469727,-0.014405427500605583,0.21481148898601532,-0.30003207828849554,-0.2407328700646758,-0.0925750732421875,0.01125335693359375
MIC08583,0.0028943894430994987,0.007286194711923599,0.04016178846359253,0.9141454100608826,0.7689400911331177,0.04172985628247261,0.7989633083343506,0.23203544318675995,0.7879198789596558,0.7924311757087708,0.8171061277389526,1.1440952185637343e-08,0.0028936038725078106,0.007284319493919611,0.04014969244599342,0.9141440391540527,0.7687656879425049,0.041727662086486816,0.7987759709358215,0.23226848244667053,0.7877342700958252,0.7922470569610596,0.8169134855270386,0.9997727274894714,0.00013328195200301707,0.999764621257782,0.00023384446103591472,0.9997639060020447,0.9997657537460327,0.9997639060020447,0.0008872778853401542,0.0006690354784950614,0.001839214819483459,0.02399381808936596,0.9783380031585693,0.021824240684509277,0.7081002593040466,0.031746506690979004,0.6829777956008911,0.37548190355300903,0.6613414287567139,0.6941901445388794,0.6890423893928528,1.7097039222717285,3.0995278358459473,6.9579339027404785,0.02214149199426174,7.62939453125e-06,0.16481304168701172,0.004913330078125,0.03379058837890625,0.002357783727347851,0.0010473617585375905,0.002876106183975935,0.029378365725278854,0.965835452079773,0.1310422122478485,0.7479456067085266,0.039796698838472366,0.6864154934883118,0.3590908944606781,0.6816475987434387,0.6846053600311279,0.6930854320526123,1.6931666135787964,4.885534763336182,28.108423233032227,0.1313571184873581,0.07288360595703125,0.7435837984085083,0.29654693603515625,0.002288818359375,0.0006681873928755522,0.0006155159790068865,0.001687816926278174,0.023262083530426025,0.9802594780921936,0.005267143249511719,0.6894633769989014,0.031593117862939835,0.6637758612632751,0.40334683656692505,0.6470653414726257,0.6731175184249878,0.6676852703094482,0.38069695234298706,0.9957630634307861,7.126683712005615,0.005464800633490086,6.866455078125e-05,0.10432149469852448,0.0018463134765625,0.020111083984375,-0.000431845779530704,-0.001188289257697761,0.014424026012420654,-0.008203580975532532,0.04425594210624695,-0.1257750689983368,-0.125892317853868,-0.07281494140625,0.017822265625
MIC09910,0.0033263645600527525,0.007698521949350834,0.04155846685171127,0.9023925065994263,0.775061309337616,0.042377132922410965,0.8032823204994202,0.22676682472229004,0.7859922051429749,0.806276261806488,0.8155971765518188,1.3004950005779392e-08,0.0033256609458476305,0.0076970262452960014,0.04154523089528084,0.902391254901886,0.7748842239379883,0.04237469285726547,0.803095817565918,0.2269982397556305,0.7858096361160278,0.8060875535011292,0.8154096603393555,0.9997706413269043,0.0001359158632112667,0.9997652769088745,0.00023355828307103366,0.9997661709785461,0.9997633695602417,0.9997668862342834,0.0010079066269099712,0.0007492558797821403,0.001867986167781055,0.024093037471175194,0.9751749634742737,0.025865068659186363,0.7083202600479126,0.03214335814118385,0.6740607619285583,0.3866787552833557,0.6427516937255859,0.689829409122467,0.6833199858665466,1.850453495979309,4.943216323852539,8.605921745300293,0.026276174932718277,4.57763671875e-05,0.18965975940227509,0.00643157958984375,0.05190277099609375,0.0025137034244835377,0.0011634917464107275,0.002907459158450365,0.029421761631965637,0.9611600041389465,0.1350211799144745,0.7562544345855713,0.03985738009214401,0.684834361076355,0.3591897189617157,0.6752285361289978,0.6884374022483826,0.6893832087516785,1.730604887008667,4.878772735595703,25.420434951782227,0.13213276863098145,0.069305419921875,0.7734810709953308,0.304473876953125,0.0021209716796875,0.0007334531983360648,0.0006776051595807076,0.0016819906886667013,0.023239580914378166,0.9777015447616577,0.005584802012890577,0.6891761422157288,0.03189949691295624,0.6521700620651245,0.41795751452445984,0.6268019676208496,0.6622191071510315,0.6631224751472473,0.46497786045074463,1.3291025161743164,5.722996711730957,0.005733659025281668,0.0,0.10082759708166122,0.00154876708984375,0.02231597900390625,-0.00048588658683001995,-0.0012254684697836637,0.01654154062271118,-0.007957883179187775,0.05876779556274414,-0.1294363779015839,-0.12639910960569978,-0.069305419921875,0.02019500732421875
